"CTY" "CLRS" "Shape.Reported" "State" "Time"
"68699" "Duanesburg" "" "OVAL" "NY" "2/22/2013 0:03"
"68700" "Buffalo" "" "FIREBALL" "NY" "2/22/2013 7:20"
"68727" "Poughkkepsie" "RED" "CIRCLE" "NY" "2/24/2013 21:30"
"68739" "Liverpool" "" "SPHERE" "NY" "2/26/2013 6:00"
"68749" "New York City" "" "LIGHT" "NY" "2/26/2013 21:22"
"68830" "Walworth" "" "OTHER" "NY" "3/5/2013 20:55"
"68837" "Henrietta" "" "RECTANGLE" "NY" "3/6/2013 23:00"
"68850" "Caniste" "ORANGE" "LIGHT" "NY" "3/8/2013 7:56"
"68872" "Syracuse" "" "LIGHT" "NY" "3/9/2013 19:00"
"68893" "Fairport" "" "TRIANGLE" "NY" "3/10/2013 12:50"
"68956" "Oswego" "ORANGE" "TRIANGLE" "NY" "3/16/2013 20:15"
"68978" "New Paltz" "ORANGE" "FIREBALL" "NY" "3/19/2013 21:00"
"69008" "Staten Island" "BLUE" "FIREBALL" "NY" "3/22/2013 19:56"
"69022" "Ithaca" "" "FIREBALL" "NY" "3/23/2013 19:59"
"69076" "Avon" "" "DIAMOND" "NY" "3/29/2013 21:00"
"69084" "Yonkers" "" "LIGHT" "NY" "3/29/2013 23:30"
"69085" "Yonkers" "" "LIGHT" "NY" "3/29/2013 23:30"
"69103" "Canajoharie" "" "TRIANGLE" "NY" "3/30/2013 21:23"
"69141" "Forest Hills" "" "LIGHT" "NY" "4/1/2013 22:00"
"69158" "Lancaster" "" "SPHERE" "NY" "4/3/2013 23:15"
"69165" "New York City" "" "OTHER" "NY" "4/4/2013 23:40"
"69244" "Deerfield" "" "LIGHT" "NY" "4/11/2013 23:40"
"69279" "Kingston" "" "CIRCLE" "NY" "4/14/2013 0:00"
"69288" "Hudson Falls" "" "" "NY" "4/14/2013 20:53"
"69304" "Johnsonville" "RED ORANGE" "VARIOUS" "NY" "4/16/2013 0:15"
"69338" "New York City" "" "DISK" "NY" "4/20/2013 17:00"
"69367" "New York City" "" "LIGHT" "NY" "4/21/2013 21:50"
"69393" "Clinton" "RED" "TRIANGLE" "NY" "4/23/2013 23:00"
"69515" "New York City" "" "FLASH" "NY" "5/1/2013 14:00"
"69518" "Elmont" "" "TRIANGLE" "NY" "5/1/2013 21:25"
"69537" "Medford" "" "CYLINDER" "NY" "5/3/2013 19:30"
"69557" "Ithaca" "RED" "CIRCLE" "NY" "5/4/2013 9:45"
"69568" "Baldwinsville" "ORANGE" "" "NY" "5/4/2013 21:30"
"69570" "Williamsville" "BLUE" "OVAL" "NY" "5/4/2013 21:30"
"69628" "Nassau County" "ORANGE" "CIRCLE" "NY" "5/8/2013 22:45"
"69675" "Ridgewood" "RED ORANGE" "CIRCLE" "NY" "5/11/2013 23:58"
"69699" "Highland Mills" "" "LIGHT" "NY" "5/14/2013 4:00"
"69736" "Wantagh" "ORANGE" "CONE" "NY" "5/17/2013 10:00"
"69737" "Glen Cove" "" "CIRCLE" "NY" "5/17/2013 19:00"
"69739" "Bellport" "ORANGE" "TRIANGLE" "NY" "5/17/2013 21:15"
"69775" "Albany" "" "LIGHT" "NY" "5/19/2013 19:00"
"69784" "New York City" "" "LIGHT" "NY" "5/19/2013 22:52"
"69792" "Port Washington" "ORANGE" "FIREBALL" "NY" "5/20/2013 22:30"
"69793" "Lynbrook" "" "FIREBALL" "NY" "5/20/2013 22:45"
"69810" "Goshen" "" "FIREBALL" "NY" "5/22/2013 22:50"
"69850" "Portville" "" "" "NY" "5/25/2013 22:00"
"69878" "West Babylon" "" "LIGHT" "NY" "5/26/2013 21:03"
"69884" "Rochester" "" "LIGHT" "NY" "5/26/2013 21:30"
"69891" "Green Island" "" "OTHER" "NY" "5/26/2013 22:00"
"69911" "Long Island City" "" "LIGHT" "NY" "5/27/2013 0:10"
"69924" "North Tonawanda" "" "OTHER" "NY" "5/27/2013 21:18"
"69942" "Glen head" "RED" "CIRCLE" "NY" "5/29/2013 21:16"
"69971" "Green Island" "GREEN" "" "NY" "5/31/2013 0:00"
"69976" "Green Island" "ORANGE" "TRIANGLE" "NY" "5/31/2013 10:00"
"69983" "Cassadaga" "" "TRIANGLE" "NY" "5/31/2013 21:30"
"69993" "Northport" "" "FIREBALL" "NY" "5/31/2013 22:30"
"70020" "Amherst" "BLUE" "CIRCLE" "NY" "6/1/2013 22:45"
"70052" "Gloversville" "" "LIGHT" "NY" "6/3/2013 21:00"
"70063" "Ithaca" "" "LIGHT" "NY" "6/3/2013 22:30"
"70107" "Binghamton" "" "DIAMOND" "NY" "6/5/2013 22:05"
"70169" "Rochester" "YELLOW" "FORMATION" "NY" "6/9/2013 22:10"
"70172" "Poughkeepsie" "" "CIRCLE" "NY" "6/9/2013 22:35"
"70176" "Jamestown" "" "FIREBALL" "NY" "6/10/2013 10:50"
"70223" "Cheektowa" "" "DISK" "NY" "6/14/2013 14:00"
"70241" "Binghamton" "" "SPHERE" "NY" "6/15/2013 15:15"
"70261" "Ontario" "ORANGE" "FIREBALL" "NY" "6/15/2013 22:30"
"70283" "Grahamsville" "" "LIGHT" "NY" "6/16/2013 21:50"
"70337" "Patchogue" "" "LIGHT" "NY" "6/20/2013 22:00"
"70358" "Salamanca" "" "SPHERE" "NY" "6/21/2013 22:38"
"70386" "New York City" "ORANGE" "OTHER" "NY" "6/22/2013 21:33"
"70388" "Albany" "RED ORANGE" "FIREBALL" "NY" "6/22/2013 22:00"
"70405" "Barker" "" "FIREBALL" "NY" "6/22/2013 22:35"
"70460" "Bellport" "ORANGE" "CIRCLE" "NY" "6/25/2013 22:00"
"70466" "Ogdensburg" "" "LIGHT" "NY" "6/25/2013 23:20"
"70473" "New York City" "" "EGG" "NY" "6/26/2013 20:00"
"70523" "Baldwinsville" "ORANGE" "CIRCLE" "NY" "6/29/2013 21:40"
"70524" "Baldwinsville" "ORANGE" "SPHERE" "NY" "6/29/2013 21:40"
"70569" "New York City" "" "LIGHT" "NY" "7/1/2013 23:40"
"70631" "New York City" "" "DISK" "NY" "7/4/2013 0:00"
"70695" "Long Lake" "ORANGE" "CIRCLE" "NY" "7/4/2013 21:30"
"70705" "Cheektowaga" "RED" "FIREBALL" "NY" "7/4/2013 21:40"
"70710" "Cohoes" "RED" "FIREBALL" "NY" "7/4/2013 21:45"
"70723" "Buffalo" "ORANGE" "FIREBALL" "NY" "7/4/2013 22:00"
"70725" "Copiague" "" "LIGHT" "NY" "7/4/2013 22:00"
"70742" "Syosset" "RED" "OVAL" "NY" "7/4/2013 22:00"
"70757" "Buffalo" "ORANGE" "DISK" "NY" "7/4/2013 22:30"
"70764" "Massapequa" "" "CIRCLE" "NY" "7/4/2013 22:30"
"70766" "Mount Sinai" "ORANGE" "CIRCLE" "NY" "7/4/2013 22:30"
"70779" "Levittown" "ORANGE" "SPHERE" "NY" "7/4/2013 22:40"
"70797" "Valley Stream" "RED" "OVAL" "NY" "7/4/2013 23:15"
"70841" "Franklin Square" "RED" "CIRCLE" "NY" "7/5/2013 22:40"
"70899" "New York City" "" "FIREBALL" "NY" "7/6/2013 22:00"
"70911" "New York City" "" "LIGHT" "NY" "7/6/2013 22:25"
"70913" "Canajoharie" "ORANGE" "CIRCLE" "NY" "7/6/2013 22:30"
"70944" "Lindenhurst" "" "CIRCLE" "NY" "7/7/2013 20:59"
"70968" "New York City" "" "CIRCLE" "NY" "7/8/2013 17:20"
"70996" "Minoa" "" "" "NY" "7/10/2013 22:35"
"71020" "Fairport" "" "CIRCLE" "NY" "7/12/2013 11:30"
"71025" "Ithaca" "ORANGE" "FIREBALL" "NY" "7/12/2013 21:00"
"71026" "Staten Island" "" "DISK" "NY" "7/12/2013 21:04"
"71030" "Albany" "" "LIGHT" "NY" "7/12/2013 21:50"
"71056" "Sodus Center" "ORANGE" "LIGHT" "NY" "7/13/2013 20:30"
"71059" "Coram" "RED" "CONE" "NY" "7/13/2013 21:00"
"71118" "Endicott" "" "OTHER" "NY" "7/14/2013 23:00"
"71148" "Slate Hill" "" "FLASH" "NY" "7/16/2013 22:05"
"71149" "New York City" "RED" "LIGHT" "NY" "7/16/2013 22:30"
"71204" "Buffalo" "YELLOW" "" "NY" "7/18/2013 21:30"
"71210" "Willet" "" "FIREBALL" "NY" "7/18/2013 22:30"
"71226" "Staten Island" "RED" "OTHER" "NY" "7/19/2013 23:00"
"71235" "Dunkirk" "" "FIREBALL" "NY" "7/20/2013 21:40"
"71236" "Lockport" "ORANGE" "CIRCLE" "NY" "7/20/2013 21:49"
"71246" "Amityville" "" "FORMATION" "NY" "7/21/2013 20:45"
"71299" "Fredonia" "" "LIGHT" "NY" "7/25/2013 6:00"
"71307" "Syracuse" "" "CIRCLE" "NY" "7/25/2013 21:15"
"71308" "East Aurora" "ORANGE" "OVAL" "NY" "7/25/2013 21:20"
"71313" "Syracuse" "" "FLASH" "NY" "7/25/2013 23:00"
"71315" "South Kortright" "RED GREEN BLUE" "CIRCLE" "NY" "7/26/2013 0:00"
"71332" "Corfu" "BLUE" "FIREBALL" "NY" "7/26/2013 22:30"
"71335" "Bridgeport" "" "LIGHT" "NY" "7/26/2013 23:00"
"71338" "Middlesex" "ORANGE" "" "NY" "7/26/2013 23:30"
"71359" "Middle Village" "RED" "CIRCLE" "NY" "7/27/2013 21:30"
"71360" "Sag Harbor" "" "FIREBALL" "NY" "7/27/2013 21:50"
"71400" "Buffalo" "" "" "NY" "7/29/2013 1:00"
"71412" "Gallatin" "" "LIGHT" "NY" "7/29/2013 20:45"
"71421" "New York City" "RED ORANGE" "TRIANGLE" "NY" "7/29/2013 21:50"
"71423" "Elba" "" "CIRCLE" "NY" "7/29/2013 23:00"
"71441" "East Moriches" "" "LIGHT" "NY" "7/30/2013 21:15"
"71453" "Huntington Station" "" "FIREBALL" "NY" "7/31/2013 21:30"
"71455" "Buffalo" "" "FIREBALL" "NY" "7/31/2013 21:55"
"71489" "Liverpool" "" "SPHERE" "NY" "8/2/2013 21:00"
"71508" "Suffolk" "" "" "NY" "8/3/2013 4:00"
"71509" "Deer Park" "" "LIGHT" "NY" "8/3/2013 4:05"
"71515" "Voorheesville" "" "CIRCLE" "NY" "8/3/2013 21:15"
"71521" "New York City" "RED ORANGE" "FIREBALL" "NY" "8/3/2013 21:30"
"71541" "Riverhead" "" "FIREBALL" "NY" "8/4/2013 0:10"
"71555" "Lake George" "" "CIRCLE" "NY" "8/4/2013 21:05"
"71556" "Lake George Village" "ORANGE" "SPHERE" "NY" "8/4/2013 21:07"
"71597" "Hartford" "" "LIGHT" "NY" "8/6/2013 21:00"
"71635" "Staten Island" "" "CIRCLE" "NY" "8/7/2013 20:29"
"71724" "Brewster" "ORANGE" "OVAL" "NY" "8/10/2013 22:00"
"71772" "Utica" "RED BLUE" "VARIOUS" "NY" "8/12/2013 5:00"
"71789" "Massena" "BLUE" "TRIANGLE" "NY" "8/12/2013 21:30"
"71816" "Batavia" "" "LIGHT" "NY" "8/13/2013 22:40"
"71853" "Watervliet" "" "CIRCLE" "NY" "8/15/2013 17:00"
"71893" "Syracuse" "RED YELLOW" "OTHER" "NY" "8/16/2013 22:00"
"71922" "Sag Harbor" "" "CIRCLE" "NY" "8/17/2013 21:00"
"71953" "Lake George" "" "LIGHT" "NY" "8/18/2013 21:15"
"71974" "Pine Bush" "" "OTHER" "NY" "8/20/2013 5:30"
"72004" "New York" "GREEN" "RECTANGLE" "NY" "8/21/2013 21:40"
"72005" "New York City" "" "LIGHT" "NY" "8/21/2013 21:40"
"72006" "Rhinebeck" "" "FIREBALL" "NY" "8/21/2013 21:50"
"72011" "New York City" "" "SPHERE" "NY" "8/21/2013 22:30"
"72015" "Slingerlands" "" "" "NY" "8/22/2013 3:00"
"72072" "Bemus Point" "RED" "CIRCLE" "NY" "8/24/2013 20:00"
"72073" "Elmira" "" "SPHERE" "NY" "8/24/2013 20:00"
"72089" "New York City" "" "CIRCLE" "NY" "8/24/2013 21:00"
"72090" "New York City" "" "OTHER" "NY" "8/24/2013 21:00"
"72094" "Guilderland" "RED ORANGE" "SPHERE" "NY" "8/24/2013 21:15"
"72116" "Lockport" "" "FIREBALL" "NY" "8/25/2013 0:01"
"72123" "Syracuse" "ORANGE" "VARIOUS" "NY" "8/25/2013 19:50"
"72161" "New York City" "ORANGE" "FIREBALL" "NY" "8/27/2013 20:50"
"72184" "Auburn" "" "FORMATION" "NY" "8/28/2013 22:30"
"72210" "East Aurora" "" "FORMATION" "NY" "8/30/2013 20:30"
"72239" "Lake Grove" "RED" "FIREBALL" "NY" "8/31/2013 20:20"
"72248" "Smithtown" "ORANGE" "TRIANGLE" "NY" "8/31/2013 21:00"
"72257" "Kingston" "" "OTHER" "NY" "8/31/2013 22:14"
"72259" "Phoenix" "" "CIRCLE" "NY" "8/31/2013 22:20"
"72335" "Chittenango" "" "CIRCLE" "NY" "9/3/2013 22:44"
"72337" "Coram" "" "FLASH" "NY" "9/4/2013 0:24"
"72376" "Boston" "" "OVAL" "NY" "9/5/2013 22:20"
"72380" "Fairport" "" "OVAL" "NY" "9/5/2013 23:45"
"72446" "Buffalo" "RED" "TRIANGLE" "NY" "9/9/2013 1:50"
"72517" "Kingston" "" "OVAL" "NY" "9/13/2013 5:30"
"72549" "Blossvale" "" "FIREBALL" "NY" "9/14/2013 20:00"
"72554" "Syracuse" "ORANGE" "CIRCLE" "NY" "9/14/2013 20:00"
"72580" "Ashville" "" "CONE" "NY" "9/14/2013 23:00"
"72590" "Deer Park" "" "LIGHT" "NY" "9/15/2013 20:00"
"72628" "Melville" "" "CYLINDER" "NY" "9/18/2013 12:00"
"72656" "Northville" "ORANGE" "FIREBALL" "NY" "9/19/2013 20:05"
"72661" "Horseheads" "" "TRIANGLE" "NY" "9/19/2013 21:05"
"72662" "Horseheads" "" "TRIANGLE" "NY" "9/19/2013 21:05"
"72767" "East Islip" "ORANGE" "LIGHT" "NY" "9/22/2013 23:45"
"72793" "Rochester" "" "" "NY" "9/23/2013 21:30"
"72799" "East Syracuse" "" "DISK" "NY" "9/24/2013 5:30"
"72825" "LaFayette" "" "LIGHT" "NY" "9/25/2013 19:30"
"72868" "Albany" "" "FIREBALL" "NY" "9/27/2013 0:25"
"72920" "Binghamton" "" "LIGHT" "NY" "9/28/2013 20:00"
"72923" "Owls Head" "RED" "CIRCLE" "NY" "9/28/2013 20:00"
"72932" "Niagara Falls" "" "CIRCLE" "NY" "9/28/2013 21:00"
"72944" "Sunset Park" "" "CIRCLE" "NY" "9/28/2013 21:50"
"72958" "Tonawanda" "RED ORANGE" "TRIANGLE" "NY" "9/29/2013 2:30"
"72966" "Catskill" "" "LIGHT" "NY" "9/29/2013 19:00"
"72969" "East Nassau" "" "FLASH" "NY" "9/29/2013 20:00"
"72981" "Staten Island" "" "FORMATION" "NY" "9/30/2013 0:10"
"72983" "Keeseville" "" "VARIOUS" "NY" "9/30/2013 3:30"
"73007" "Webster" "" "SPHERE" "NY" "10/1/2013 19:20"
"73014" "Middle Island" "" "FIREBALL" "NY" "10/1/2013 22:45"
"73031" "Caledonia" "" "TRIANGLE" "NY" "10/2/2013 22:00"
"73074" "New York City" "" "VARIOUS" "NY" "10/4/2013 20:30"
"73088" "New York City" "BLUE" "TEARDROP" "NY" "10/4/2013 23:55"
"73089" "Staten Island" "" "CIRCLE" "NY" "10/5/2013 0:40"
"73090" "Altamont" "" "LIGHT" "NY" "10/5/2013 1:00"
"73191" "New York City" "" "LIGHT" "NY" "10/9/2013 19:00"
"73239" "Fayetteville" "" "CHEVRON" "NY" "10/11/2013 21:00"
"73251" "Cambridge" "" "LIGHT" "NY" "10/12/2013 4:30"
"73254" "Owego" "" "DISK" "NY" "10/12/2013 13:00"
"73293" "Irondequoit" "" "FIREBALL" "NY" "10/13/2013 19:00"
"73312" "New York City" "" "SPHERE" "NY" "10/13/2013 22:55"
"73455" "Germantown" "" "LIGHT" "NY" "10/20/2013 19:00"
"73481" "Albany" "" "DISK" "NY" "10/22/2013 6:00"
"73558" "Plainview" "" "TRIANGLE" "NY" "10/24/2013 20:00"
"73744" "Ravena" "" "FIREBALL" "NY" "11/1/2013 21:00"
"73746" "New Paltz" "ORANGE BLUE" "CIRCLE" "NY" "11/1/2013 22:00"
"73805" "Palmyra" "" "LIGHT" "NY" "11/3/2013 19:00"
"73834" "Niskayuna" "" "OTHER" "NY" "11/4/2013 21:50"
"73926" "Farmingdale" "ORANGE" "FIREBALL" "NY" "11/9/2013 18:00"
"74030" "McGraw" "ORANGE" "FIREBALL" "NY" "11/13/2013 19:15"
"74065" "Lisbon" "ORANGE" "LIGHT" "NY" "11/15/2013 17:30"
"74079" "Syosset" "" "" "NY" "11/15/2013 22:30"
"74097" "Waterville" "" "" "NY" "11/16/2013 19:30"
"74215" "Lockport" "" "FIREBALL" "NY" "11/21/2013 6:25"
"74287" "Caledonia" "" "TRIANGLE" "NY" "11/24/2013 19:00"
"74314" "Copake" "" "LIGHT" "NY" "11/26/2013 1:00"
"74371" "Gardiner" "" "FIREBALL" "NY" "11/28/2013 18:52"
"74458" "Sag Harbor" "" "FIREBALL" "NY" "11/30/2013 21:10"
"74567" "Kingston" "RED" "LIGHT" "NY" "12/6/2013 22:30"
"74686" "Pleasantville" "" "DIAMOND" "NY" "12/13/2013 16:00"
"74691" "Potsdam" "" "FIREBALL" "NY" "12/13/2013 18:00"
"75066" "Albany" "" "TRIANGLE" "NY" "12/30/2013 19:00"
"75108" "Westport" "" "LIGHT" "NY" "12/31/2013 20:40"
"75200" "Baldwin" "" "FIREBALL" "NY" "1/1/2014 0:12"
"75239" "New York City" "" "OTHER" "NY" "1/1/2014 12:00"
"75293" "New York City" "" "LIGHT" "NY" "1/4/2014 11:00"
"75309" "New York City" "ORANGE" "OVAL" "NY" "1/4/2014 22:30"
"75375" "New York City" "" "TRIANGLE" "NY" "1/9/2014 11:45"
"75412" "New York City" "" "LIGHT" "NY" "1/11/2014 22:25"
"75414" "Northport" "ORANGE GREEN" "DIAMOND" "NY" "1/12/2014 0:05"
"75433" "Rochester" "ORANGE" "LIGHT" "NY" "1/12/2014 19:30"
"75506" "Corinth" "YELLOW" "LIGHT" "NY" "1/16/2014 18:40"
"75595" "New York City" "" "CYLINDER" "NY" "1/20/2014 17:00"
"75627" "Hampton Bays" "" "LIGHT" "NY" "1/21/2014 22:30"
"75686" "Levittown" "" "" "NY" "1/24/2014 22:05"
"75766" "Schenectady" "" "TRIANGLE" "NY" "1/29/2014 20:00"
"75829" "New York City" "GREEN" "CIRCLE" "NY" "2/1/2014 20:00"
"75901" "New Paltz" "" "VARIOUS" "NY" "2/6/2014 17:17"
"75906" "New York City" "RED" "CIRCLE" "NY" "2/6/2014 21:00"
"75918" "Harriman" "" "FIREBALL" "NY" "2/7/2014 18:30"
"75925" "Rochester" "ORANGE" "LIGHT" "NY" "2/7/2014 20:55"
"75939" "New York City" "GREEN" "SPHERE" "NY" "2/8/2014 18:10"
"75948" "Flushing" "ORANGE" "CYLINDER" "NY" "2/8/2014 21:30"
"75951" "New York City" "RED" "CIRCLE" "NY" "2/8/2014 22:30"
"75954" "Bethel" "" "DIAMOND" "NY" "2/9/2014 1:05"
"75969" "Poughquag" "" "DIAMOND" "NY" "2/10/2014 18:20"
"76167" "Glenwood" "GREEN" "FORMATION" "NY" "2/21/2014 22:30"
"76172" "Hopewell Junction" "" "CIRCLE" "NY" "2/22/2014 0:23"
"76206" "New York City" "" "LIGHT" "NY" "2/22/2014 23:00"
"76215" "Olean" "" "TRIANGLE" "NY" "2/23/2014 19:32"
"76221" "Ballston Spa" "" "FIREBALL" "NY" "2/23/2014 20:43"
"76224" "Latham" "ORANGE" "CIRCLE" "NY" "2/23/2014 21:00"
"76225" "Levittown" "" "FIREBALL" "NY" "2/23/2014 21:00"
"76295" "Attica" "ORANGE" "CIRCLE" "NY" "2/27/2014 21:33"
"76302" "Rochester" "" "LIGHT" "NY" "2/28/2014 9:30"
"76306" "Schenectady" "" "VARIOUS" "NY" "2/28/2014 18:00"
"76311" "Canandaigua" "" "TEARDROP" "NY" "2/28/2014 21:30"
"76333" "Patchogue" "" "LIGHT" "NY" "3/1/2014 21:30"
"76341" "Middlesex" "" "TEARDROP" "NY" "3/2/2014 1:30"
"76344" "Rochester" "" "LIGHT" "NY" "3/2/2014 10:15"
"76398" "Kingston" "" "FIREBALL" "NY" "3/7/2014 0:20"
"76438" "Commack" "" "FIREBALL" "NY" "3/9/2014 20:45"
"76467" "Guilderland" "" "LIGHT" "NY" "3/11/2014 4:02"
"76470" "New York City" "" "CYLINDER" "NY" "3/11/2014 11:00"
"76505" "Rochester" "" "" "NY" "3/14/2014 22:00"
"76591" "Lockwood" "" "" "NY" "3/20/2014 21:00"
"76608" "Shirley" "" "CHEVRON" "NY" "3/21/2014 21:00"
"76655" "Wallkill" "" "OVAL" "NY" "3/25/2014 1:00"
"76685" "Homer" "" "DISK" "NY" "3/27/2014 5:20"
"76752" "Binghamton" "" "CHEVRON" "NY" "3/31/2014 4:00"
"76763" "New York City" "" "LIGHT" "NY" "3/31/2014 21:25"
"76770" "Centralia" "" "OTHER" "NY" "4/1/2014 8:45"
"76780" "Auburn" "" "TRIANGLE" "NY" "4/1/2014 22:00"
"76784" "Westmoreland" "" "DISK" "NY" "4/2/2014 0:00"
"76792" "Saugerties" "" "CIRCLE" "NY" "4/2/2014 18:30"
"76810" "Pine Bush" "RED" "" "NY" "4/3/2014 20:15"
"76869" "Cornwallville" "BLUE" "CIGAR" "NY" "4/6/2014 13:15"
"76977" "Rochester" "" "LIGHT" "NY" "4/11/2014 20:00"
"77107" "Vestal" "" "LIGHT" "NY" "4/17/2014 23:30"
"77172" "Pearl River" "ORANGE" "FIREBALL" "NY" "4/20/2014 20:35"
"77206" "Cocoa Beach" "ORANGE" "FIREBALL" "NY" "4/22/2014 20:50"
"77336" "Lysander" "ORANGE" "LIGHT" "NY" "4/29/2014 5:00"
"77468" "West Seneca" "" "CIRCLE" "NY" "5/5/2014 23:04"
"77544" "Cicero" "ORANGE" "FIREBALL" "NY" "5/10/2014 20:00"
"77571" "New York City" "" "LIGHT" "NY" "5/11/2014 22:00"
"77587" "Troy" "ORANGE" "CIRCLE" "NY" "5/12/2014 23:00"
"77668" "Islip" "ORANGE" "" "NY" "5/17/2014 22:00"
"77669" "Patchogue" "" "FIREBALL" "NY" "5/17/2014 22:00"
"77674" "Somers" "" "LIGHT" "NY" "5/18/2014 0:00"
"77675" "Hilton" "" "LIGHT" "NY" "5/18/2014 0:45"
"77711" "New York City" "" "FIREBALL" "NY" "5/20/2014 2:00"
"77786" "Saranac Lake" "" "OVAL" "NY" "5/24/2014 15:11"
"77825" "New York City" "" "OVAL" "NY" "5/25/2014 12:00"
"77841" "Eastport" "" "OVAL" "NY" "5/25/2014 21:37"
"77844" "Levittown" "RED" "LIGHT" "NY" "5/25/2014 21:55"
"77849" "Phoenix" "" "" "NY" "5/25/2014 22:50"
"77908" "Floral Park" "" "DIAMOND" "NY" "5/29/2014 22:30"
"77921" "Eden" "" "FIREBALL" "NY" "5/30/2014 21:50"
"77982" "Rochester" "YELLOW" "DISK" "NY" "6/2/2014 23:05"
"78005" "Lindenhurst" "" "" "NY" "6/4/2014 18:30"
"78066" "New York City" "" "CIRCLE" "NY" "6/7/2014 19:30"
"78078" "Rochester" "RED" "LIGHT" "NY" "6/7/2014 21:45"
"78098" "Lakeville" "" "CYLINDER" "NY" "6/8/2014 1:45"
"78143" "New York City" "" "TRIANGLE" "NY" "6/11/2014 21:50"
"78231" "Pearl River" "" "LIGHT" "NY" "6/15/2014 1:45"
"78235" "Long Island City" "" "CIRCLE" "NY" "6/15/2014 14:30"
"78240" "Boston" "" "LIGHT" "NY" "6/15/2014 20:30"
"78256" "Kew Gardens" "RED YELLOW" "CIRCLE" "NY" "6/16/2014 2:00"
"78266" "West Babylon" "" "LIGHT" "NY" "6/16/2014 21:10"
"78273" "Depew" "" "CHEVRON" "NY" "6/16/2014 23:00"
"78356" "Rochester" "RED" "SPHERE" "NY" "6/19/2014 23:00"
"78381" "Geneva" "" "FIREBALL" "NY" "6/20/2014 22:20"
"78388" "Rochester" "" "LIGHT" "NY" "6/20/2014 23:00"
"78412" "Buffalo" "" "FIREBALL" "NY" "6/21/2014 21:30"
"78419" "Williamson" "" "LIGHT" "NY" "6/21/2014 21:47"
"78432" "Lockport" "" "LIGHT" "NY" "6/21/2014 22:30"
"78434" "Syracuse" "RED" "SPHERE" "NY" "6/21/2014 22:30"
"78446" "Wayland" "" "FIREBALL" "NY" "6/21/2014 23:20"
"78450" "Valley Stream" "" "VARIOUS" "NY" "6/22/2014 1:00"
"78467" "New York City" "ORANGE" "TRIANGLE" "NY" "6/22/2014 22:17"
"78493" "New York City" "" "FIREBALL" "NY" "6/24/2014 0:00"
"78550" "Hawthorne" "" "CIRCLE" "NY" "6/26/2014 21:45"
"78563" "Blossvale" "" "LIGHT" "NY" "6/26/2014 23:00"
"78576" "New York City" "" "FORMATION" "NY" "6/27/2014 20:00"
"78606" "Red Hook" "ORANGE" "TRIANGLE" "NY" "6/28/2014 21:45"
"78617" "Levittown" "" "FIREBALL" "NY" "6/28/2014 23:00"
"78637" "Medford" "" "SPHERE" "NY" "6/29/2014 21:40"
"78642" "New York City" "YELLOW" "VARIOUS" "NY" "6/29/2014 22:13"
"78645" "New York City" "ORANGE" "FIREBALL" "NY" "6/30/2014 0:10"
"78651" "New York City" "" "CIRCLE" "NY" "6/30/2014 7:00"
"78789" "Staten Island" "RED GREEN" "CIRCLE" "NY" "7/4/2014 21:00"
"78818" "Oakland Gardens" "" "TRIANGLE" "NY" "7/4/2014 21:30"
"78838" "North Tonawanda" "RED" "CIRCLE" "NY" "7/4/2014 21:45"
"78849" "Babylon" "RED" "FIREBALL" "NY" "7/4/2014 22:00"
"78868" "Franklin Square" "YELLOW" "LIGHT" "NY" "7/4/2014 22:00"
"78917" "Bay Shore" "" "CIRCLE" "NY" "7/4/2014 22:30"
"78919" "Boylston" "" "TRIANGLE" "NY" "7/4/2014 22:30"
"78979" "Lockport" "ORANGE" "CIRCLE" "NY" "7/4/2014 23:15"
"78990" "Albany" "" "SPHERE" "NY" "7/4/2014 23:36"
"78992" "Central Islip" "RED" "" "NY" "7/5/2014 0:00"
"79000" "Massapequa Park" "" "SPHERE" "NY" "7/5/2014 2:00"
"79003" "Coram" "" "OVAL" "NY" "7/5/2014 10:00"
"79005" "Port Jefferson Station" "" "CIRCLE" "NY" "7/5/2014 10:40"
"79012" "Rochester" "" "CIRCLE" "NY" "7/5/2014 19:30"
"79022" "Holbrook" "ORANGE" "SPHERE" "NY" "7/5/2014 21:05"
"79066" "East Islip" "ORANGE" "FIREBALL" "NY" "7/5/2014 22:30"
"79070" "Lockport" "RED" "CYLINDER" "NY" "7/5/2014 22:30"
"79080" "West Babylon" "" "CIRCLE" "NY" "7/5/2014 23:15"
"79084" "East Patchogue" "RED" "LIGHT" "NY" "7/5/2014 23:30"
"79096" "Schenectady" "" "FIREBALL" "NY" "7/6/2014 20:19"
"79130" "Shortsville" "" "LIGHT" "NY" "7/7/2014 23:00"
"79147" "Oneida" "" "TRIANGLE" "NY" "7/9/2014 3:00"
"79168" "Long Beach" "" "FIREBALL" "NY" "7/10/2014 13:00"
"79192" "Liverpool" "RED GREEN" "OTHER" "NY" "7/11/2014 22:00"
"79208" "Rochester" "" "SPHERE" "NY" "7/12/2014 19:00"
"79249" "Ilion" "" "TRIANGLE" "NY" "7/12/2014 21:30"
"79278" "Saugerties" "" "FIREBALL" "NY" "7/12/2014 23:30"
"79349" "Lawrence" "BLUE" "CIRCLE" "NY" "7/16/2014 23:07"
"79351" "New York City" "" "LIGHT" "NY" "7/17/2014 1:00"
