"CTY","CLRS","Shape.Reported","State","Time"
"Liverpool","","SPHERE","NY","8/2/2013 21:00"
"Suffolk","","","NY","8/3/2013 4:00"
"Deer Park","","LIGHT","NY","8/3/2013 4:05"
"Voorheesville","","CIRCLE","NY","8/3/2013 21:15"
"New York City","RED ORANGE","FIREBALL","NY","8/3/2013 21:30"
"Riverhead","","FIREBALL","NY","8/4/2013 0:10"
"Lake George","","CIRCLE","NY","8/4/2013 21:05"
"Lake George Village","ORANGE","SPHERE","NY","8/4/2013 21:07"
"Hartford","","LIGHT","NY","8/6/2013 21:00"
"Staten Island","","CIRCLE","NY","8/7/2013 20:29"
"Brewster","ORANGE","OVAL","NY","8/10/2013 22:00"
"Utica","RED BLUE","VARIOUS","NY","8/12/2013 5:00"
"Massena","BLUE","TRIANGLE","NY","8/12/2013 21:30"
"Batavia","","LIGHT","NY","8/13/2013 22:40"
"Watervliet","","CIRCLE","NY","8/15/2013 17:00"
"Syracuse","RED YELLOW","OTHER","NY","8/16/2013 22:00"
"Sag Harbor","","CIRCLE","NY","8/17/2013 21:00"
"Lake George","","LIGHT","NY","8/18/2013 21:15"
"Pine Bush","","OTHER","NY","8/20/2013 5:30"
"New York","GREEN","RECTANGLE","NY","8/21/2013 21:40"
"New York City","","LIGHT","NY","8/21/2013 21:40"
"Rhinebeck","","FIREBALL","NY","8/21/2013 21:50"
"New York City","","SPHERE","NY","8/21/2013 22:30"
"Slingerlands","","","NY","8/22/2013 3:00"
"Bemus Point","RED","CIRCLE","NY","8/24/2013 20:00"
"Elmira","","SPHERE","NY","8/24/2013 20:00"
"New York City","","CIRCLE","NY","8/24/2013 21:00"
"New York City","","OTHER","NY","8/24/2013 21:00"
"Guilderland","RED ORANGE","SPHERE","NY","8/24/2013 21:15"
"Lockport","","FIREBALL","NY","8/25/2013 0:01"
"Syracuse","ORANGE","VARIOUS","NY","8/25/2013 19:50"
"New York City","ORANGE","FIREBALL","NY","8/27/2013 20:50"
"Auburn","","FORMATION","NY","8/28/2013 22:30"
"East Aurora","","FORMATION","NY","8/30/2013 20:30"
"Lake Grove","RED","FIREBALL","NY","8/31/2013 20:20"
"Smithtown","ORANGE","TRIANGLE","NY","8/31/2013 21:00"
"Kingston","","OTHER","NY","8/31/2013 22:14"
"Phoenix","","CIRCLE","NY","8/31/2013 22:20"
"Chittenango","","CIRCLE","NY","9/3/2013 22:44"
"Coram","","FLASH","NY","9/4/2013 0:24"
"Boston","","OVAL","NY","9/5/2013 22:20"
"Fairport","","OVAL","NY","9/5/2013 23:45"
"Buffalo","RED","TRIANGLE","NY","9/9/2013 1:50"
"Kingston","","OVAL","NY","9/13/2013 5:30"
"Blossvale","","FIREBALL","NY","9/14/2013 20:00"
"Syracuse","ORANGE","CIRCLE","NY","9/14/2013 20:00"
"Ashville","","CONE","NY","9/14/2013 23:00"
"Deer Park","","LIGHT","NY","9/15/2013 20:00"
"Melville","","CYLINDER","NY","9/18/2013 12:00"
"Northville","ORANGE","FIREBALL","NY","9/19/2013 20:05"
"Horseheads","","TRIANGLE","NY","9/19/2013 21:05"
"Horseheads","","TRIANGLE","NY","9/19/2013 21:05"
"East Islip","ORANGE","LIGHT","NY","9/22/2013 23:45"
"Rochester","","","NY","9/23/2013 21:30"
"East Syracuse","","DISK","NY","9/24/2013 5:30"
"LaFayette","","LIGHT","NY","9/25/2013 19:30"
"Albany","","FIREBALL","NY","9/27/2013 0:25"
"Binghamton","","LIGHT","NY","9/28/2013 20:00"
"Owls Head","RED","CIRCLE","NY","9/28/2013 20:00"
"Niagara Falls","","CIRCLE","NY","9/28/2013 21:00"
"Sunset Park","","CIRCLE","NY","9/28/2013 21:50"
"Tonawanda","RED ORANGE","TRIANGLE","NY","9/29/2013 2:30"
"Catskill","","LIGHT","NY","9/29/2013 19:00"
"East Nassau","","FLASH","NY","9/29/2013 20:00"
"Staten Island","","FORMATION","NY","9/30/2013 0:10"
"Keeseville","","VARIOUS","NY","9/30/2013 3:30"
"Webster","","SPHERE","NY","10/1/2013 19:20"
"Middle Island","","FIREBALL","NY","10/1/2013 22:45"
"Caledonia","","TRIANGLE","NY","10/2/2013 22:00"
"New York City","","VARIOUS","NY","10/4/2013 20:30"
"New York City","BLUE","TEARDROP","NY","10/4/2013 23:55"
"Staten Island","","CIRCLE","NY","10/5/2013 0:40"
"Altamont","","LIGHT","NY","10/5/2013 1:00"
"New York City","","LIGHT","NY","10/9/2013 19:00"
"Fayetteville","","CHEVRON","NY","10/11/2013 21:00"
"Cambridge","","LIGHT","NY","10/12/2013 4:30"
"Owego","","DISK","NY","10/12/2013 13:00"
"Irondequoit","","FIREBALL","NY","10/13/2013 19:00"
"New York City","","SPHERE","NY","10/13/2013 22:55"
"Germantown","","LIGHT","NY","10/20/2013 19:00"
"Albany","","DISK","NY","10/22/2013 6:00"
"Plainview","","TRIANGLE","NY","10/24/2013 20:00"
"Ravena","","FIREBALL","NY","11/1/2013 21:00"
"New Paltz","ORANGE BLUE","CIRCLE","NY","11/1/2013 22:00"
"Palmyra","","LIGHT","NY","11/3/2013 19:00"
"Niskayuna","","OTHER","NY","11/4/2013 21:50"
"Farmingdale","ORANGE","FIREBALL","NY","11/9/2013 18:00"
"McGraw","ORANGE","FIREBALL","NY","11/13/2013 19:15"
"Lisbon","ORANGE","LIGHT","NY","11/15/2013 17:30"
"Syosset","","","NY","11/15/2013 22:30"
"Waterville","","","NY","11/16/2013 19:30"
"Lockport","","FIREBALL","NY","11/21/2013 6:25"
"Caledonia","","TRIANGLE","NY","11/24/2013 19:00"
"Copake","","LIGHT","NY","11/26/2013 1:00"
"Gardiner","","FIREBALL","NY","11/28/2013 18:52"
"Sag Harbor","","FIREBALL","NY","11/30/2013 21:10"
"Kingston","RED","LIGHT","NY","12/6/2013 22:30"
"Pleasantville","","DIAMOND","NY","12/13/2013 16:00"
"Potsdam","","FIREBALL","NY","12/13/2013 18:00"
"Albany","","TRIANGLE","NY","12/30/2013 19:00"
"Westport","","LIGHT","NY","12/31/2013 20:40"
"Baldwin","","FIREBALL","NY","1/1/2014 0:12"
"New York City","","OTHER","NY","1/1/2014 12:00"
"New York City","","LIGHT","NY","1/4/2014 11:00"
"New York City","ORANGE","OVAL","NY","1/4/2014 22:30"
"New York City","","TRIANGLE","NY","1/9/2014 11:45"
"New York City","","LIGHT","NY","1/11/2014 22:25"
"Northport","ORANGE GREEN","DIAMOND","NY","1/12/2014 0:05"
"Rochester","ORANGE","LIGHT","NY","1/12/2014 19:30"
"Corinth","YELLOW","LIGHT","NY","1/16/2014 18:40"
"New York City","","CYLINDER","NY","1/20/2014 17:00"
"Hampton Bays","","LIGHT","NY","1/21/2014 22:30"
"Levittown","","","NY","1/24/2014 22:05"
"Schenectady","","TRIANGLE","NY","1/29/2014 20:00"
"New York City","GREEN","CIRCLE","NY","2/1/2014 20:00"
"New Paltz","","VARIOUS","NY","2/6/2014 17:17"
"New York City","RED","CIRCLE","NY","2/6/2014 21:00"
"Harriman","","FIREBALL","NY","2/7/2014 18:30"
"Rochester","ORANGE","LIGHT","NY","2/7/2014 20:55"
"New York City","GREEN","SPHERE","NY","2/8/2014 18:10"
"Flushing","ORANGE","CYLINDER","NY","2/8/2014 21:30"
"New York City","RED","CIRCLE","NY","2/8/2014 22:30"
"Bethel","","DIAMOND","NY","2/9/2014 1:05"
"Poughquag","","DIAMOND","NY","2/10/2014 18:20"
"Glenwood","GREEN","FORMATION","NY","2/21/2014 22:30"
"Hopewell Junction","","CIRCLE","NY","2/22/2014 0:23"
"New York City","","LIGHT","NY","2/22/2014 23:00"
"Olean","","TRIANGLE","NY","2/23/2014 19:32"
"Ballston Spa","","FIREBALL","NY","2/23/2014 20:43"
"Latham","ORANGE","CIRCLE","NY","2/23/2014 21:00"
"Levittown","","FIREBALL","NY","2/23/2014 21:00"
"Attica","ORANGE","CIRCLE","NY","2/27/2014 21:33"
"Rochester","","LIGHT","NY","2/28/2014 9:30"
"Schenectady","","VARIOUS","NY","2/28/2014 18:00"
"Canandaigua","","TEARDROP","NY","2/28/2014 21:30"
"Patchogue","","LIGHT","NY","3/1/2014 21:30"
"Middlesex","","TEARDROP","NY","3/2/2014 1:30"
"Rochester","","LIGHT","NY","3/2/2014 10:15"
"Kingston","","FIREBALL","NY","3/7/2014 0:20"
"Commack","","FIREBALL","NY","3/9/2014 20:45"
"Guilderland","","LIGHT","NY","3/11/2014 4:02"
"New York City","","CYLINDER","NY","3/11/2014 11:00"
"Rochester","","","NY","3/14/2014 22:00"
"Lockwood","","","NY","3/20/2014 21:00"
"Shirley","","CHEVRON","NY","3/21/2014 21:00"
"Wallkill","","OVAL","NY","3/25/2014 1:00"
"Homer","","DISK","NY","3/27/2014 5:20"
"Binghamton","","CHEVRON","NY","3/31/2014 4:00"
"New York City","","LIGHT","NY","3/31/2014 21:25"
"Centralia","","OTHER","NY","4/1/2014 8:45"
"Auburn","","TRIANGLE","NY","4/1/2014 22:00"
"Westmoreland","","DISK","NY","4/2/2014 0:00"
"Saugerties","","CIRCLE","NY","4/2/2014 18:30"
"Pine Bush","RED","","NY","4/3/2014 20:15"
"Cornwallville","BLUE","CIGAR","NY","4/6/2014 13:15"
"Rochester","","LIGHT","NY","4/11/2014 20:00"
"Vestal","","LIGHT","NY","4/17/2014 23:30"
"Pearl River","ORANGE","FIREBALL","NY","4/20/2014 20:35"
"Cocoa Beach","ORANGE","FIREBALL","NY","4/22/2014 20:50"
"Lysander","ORANGE","LIGHT","NY","4/29/2014 5:00"
"West Seneca","","CIRCLE","NY","5/5/2014 23:04"
"Cicero","ORANGE","FIREBALL","NY","5/10/2014 20:00"
"New York City","","LIGHT","NY","5/11/2014 22:00"
"Troy","ORANGE","CIRCLE","NY","5/12/2014 23:00"
"Islip","ORANGE","","NY","5/17/2014 22:00"
"Patchogue","","FIREBALL","NY","5/17/2014 22:00"
"Somers","","LIGHT","NY","5/18/2014 0:00"
"Hilton","","LIGHT","NY","5/18/2014 0:45"
"New York City","","FIREBALL","NY","5/20/2014 2:00"
"Saranac Lake","","OVAL","NY","5/24/2014 15:11"
"New York City","","OVAL","NY","5/25/2014 12:00"
"Eastport","","OVAL","NY","5/25/2014 21:37"
"Levittown","RED","LIGHT","NY","5/25/2014 21:55"
"Phoenix","","","NY","5/25/2014 22:50"
"Floral Park","","DIAMOND","NY","5/29/2014 22:30"
"Eden","","FIREBALL","NY","5/30/2014 21:50"
"Rochester","YELLOW","DISK","NY","6/2/2014 23:05"
"Lindenhurst","","","NY","6/4/2014 18:30"
"New York City","","CIRCLE","NY","6/7/2014 19:30"
"Rochester","RED","LIGHT","NY","6/7/2014 21:45"
"Lakeville","","CYLINDER","NY","6/8/2014 1:45"
"New York City","","TRIANGLE","NY","6/11/2014 21:50"
"Pearl River","","LIGHT","NY","6/15/2014 1:45"
"Long Island City","","CIRCLE","NY","6/15/2014 14:30"
"Boston","","LIGHT","NY","6/15/2014 20:30"
"Kew Gardens","RED YELLOW","CIRCLE","NY","6/16/2014 2:00"
"West Babylon","","LIGHT","NY","6/16/2014 21:10"
"Depew","","CHEVRON","NY","6/16/2014 23:00"
"Rochester","RED","SPHERE","NY","6/19/2014 23:00"
"Geneva","","FIREBALL","NY","6/20/2014 22:20"
"Rochester","","LIGHT","NY","6/20/2014 23:00"
"Buffalo","","FIREBALL","NY","6/21/2014 21:30"
"Williamson","","LIGHT","NY","6/21/2014 21:47"
"Lockport","","LIGHT","NY","6/21/2014 22:30"
"Syracuse","RED","SPHERE","NY","6/21/2014 22:30"
"Wayland","","FIREBALL","NY","6/21/2014 23:20"
"Valley Stream","","VARIOUS","NY","6/22/2014 1:00"
"New York City","ORANGE","TRIANGLE","NY","6/22/2014 22:17"
"New York City","","FIREBALL","NY","6/24/2014 0:00"
"Hawthorne","","CIRCLE","NY","6/26/2014 21:45"
"Blossvale","","LIGHT","NY","6/26/2014 23:00"
"New York City","","FORMATION","NY","6/27/2014 20:00"
"Red Hook","ORANGE","TRIANGLE","NY","6/28/2014 21:45"
"Levittown","","FIREBALL","NY","6/28/2014 23:00"
"Medford","","SPHERE","NY","6/29/2014 21:40"
"New York City","YELLOW","VARIOUS","NY","6/29/2014 22:13"
"New York City","ORANGE","FIREBALL","NY","6/30/2014 0:10"
"New York City","","CIRCLE","NY","6/30/2014 7:00"
"Staten Island","RED GREEN","CIRCLE","NY","7/4/2014 21:00"
"Oakland Gardens","","TRIANGLE","NY","7/4/2014 21:30"
"North Tonawanda","RED","CIRCLE","NY","7/4/2014 21:45"
"Babylon","RED","FIREBALL","NY","7/4/2014 22:00"
"Franklin Square","YELLOW","LIGHT","NY","7/4/2014 22:00"
"Bay Shore","","CIRCLE","NY","7/4/2014 22:30"
"Boylston","","TRIANGLE","NY","7/4/2014 22:30"
"Lockport","ORANGE","CIRCLE","NY","7/4/2014 23:15"
"Albany","","SPHERE","NY","7/4/2014 23:36"
"Central Islip","RED","","NY","7/5/2014 0:00"
"Massapequa Park","","SPHERE","NY","7/5/2014 2:00"
"Coram","","OVAL","NY","7/5/2014 10:00"
"Port Jefferson Station","","CIRCLE","NY","7/5/2014 10:40"
"Rochester","","CIRCLE","NY","7/5/2014 19:30"
"Holbrook","ORANGE","SPHERE","NY","7/5/2014 21:05"
"East Islip","ORANGE","FIREBALL","NY","7/5/2014 22:30"
"Lockport","RED","CYLINDER","NY","7/5/2014 22:30"
"West Babylon","","CIRCLE","NY","7/5/2014 23:15"
"East Patchogue","RED","LIGHT","NY","7/5/2014 23:30"
"Schenectady","","FIREBALL","NY","7/6/2014 20:19"
"Shortsville","","LIGHT","NY","7/7/2014 23:00"
"Oneida","","TRIANGLE","NY","7/9/2014 3:00"
"Long Beach","","FIREBALL","NY","7/10/2014 13:00"
"Liverpool","RED GREEN","OTHER","NY","7/11/2014 22:00"
"Rochester","","SPHERE","NY","7/12/2014 19:00"
"Ilion","","TRIANGLE","NY","7/12/2014 21:30"
"Saugerties","","FIREBALL","NY","7/12/2014 23:30"
"Lawrence","BLUE","CIRCLE","NY","7/16/2014 23:07"
"New York City","","LIGHT","NY","7/17/2014 1:00"
"Cobleskill","ORANGE","TRIANGLE","NY","7/18/2014 22:15"
"Montauk","","FIREBALL","NY","7/18/2014 23:20"
"Halfmoon","ORANGE","CIRCLE","NY","7/19/2014 20:15"
"Geneva","","FIREBALL","NY","7/19/2014 21:30"
"Fulton","RED","FIREBALL","NY","7/19/2014 22:00"
"Harpersfield","","FIREBALL","NY","7/19/2014 22:45"
"Buffalo","","CIRCLE","NY","7/22/2014 23:00"
"Hamden","","SPHERE","NY","7/22/2014 23:00"
"Hudson Falls","BLUE","FIREBALL","NY","7/24/2014 4:40"
"Lawrence","BLUE","CIRCLE","NY","7/24/2014 23:07"
"Staten Island","","","NY","7/26/2014 3:05"
"Whyndanch","","CIRCLE","NY","7/26/2014 3:15"
"Islip","","OVAL","NY","7/26/2014 20:50"
"Middletown","ORANGE","FIREBALL","NY","7/26/2014 21:20"
"Northport","","SPHERE","NY","7/26/2014 21:30"
"Hume","","","NY","7/26/2014 21:40"
"Lake George","","LIGHT","NY","7/26/2014 22:00"
"Staten Island","RED ORANGE","FIREBALL","NY","7/27/2014 20:30"
"New York City","BLUE","FLASH","NY","7/28/2014 21:45"
"Ridge","","RECTANGLE","NY","7/28/2014 22:40"
"Saugerties","","TRIANGLE","NY","7/31/2014 21:30"
"Auburn","RED","CIRCLE","NY","8/1/2014 22:20"
"Staten Island","ORANGE","FIREBALL","NY","8/1/2014 22:30"
"Staten Island","ORANGE","FIREBALL","NY","8/1/2014 22:30"
"Freeport","","LIGHT","NY","8/1/2014 23:00"
"Fishkill","","FIREBALL","NY","8/2/2014 21:45"
"Greece","ORANGE YELLOW","FIREBALL","NY","8/2/2014 22:00"
"Rochester","","LIGHT","NY","8/4/2014 0:00"
"Holtsville","ORANGE","CIRCLE","NY","8/9/2014 22:00"
"New York City","","DISK","NY","8/10/2014 22:00"
"Youngstown","","","NY","8/10/2014 22:00"
"Tonawanda","BLUE","VARIOUS","NY","8/11/2014 1:00"
"Clifton Park","ORANGE YELLOW","FIREBALL","NY","8/13/2014 20:55"
"Clifton Park","ORANGE","OTHER","NY","8/13/2014 21:10"
"Warrensburg","","LIGHT","NY","8/15/2014 22:45"
"Westbury","","DISK","NY","8/15/2014 22:50"
"Rochester","ORANGE","FORMATION","NY","8/16/2014 0:10"
"Adams","","FIREBALL","NY","8/17/2014 20:00"
"Rome","RED ORANGE","FIREBALL","NY","8/17/2014 21:20"
"Astoria","ORANGE","FIREBALL","NY","8/17/2014 23:53"
"Buffalo","","FIREBALL","NY","8/19/2014 21:00"
"Tonawanda","","LIGHT","NY","8/19/2014 22:30"
"Corinth","","FIREBALL","NY","8/20/2014 20:30"
"Pendleton","","OTHER","NY","8/20/2014 22:30"
"New York City","","FIREBALL","NY","8/22/2014 4:00"
"Colden","RED ORANGE","CIRCLE","NY","8/22/2014 9:50"
"Wantagh","","FIREBALL","NY","8/22/2014 20:45"
"Kingston","YELLOW","SPHERE","NY","8/23/2014 20:30"
"Oceanside","","LIGHT","NY","8/23/2014 20:30"
"New York City","ORANGE","CIRCLE","NY","8/23/2014 21:10"
"Watkins Glen","","CIRCLE","NY","8/23/2014 21:30"
"Auburn","","FIREBALL","NY","8/23/2014 22:00"
"Morrisonville","RED","LIGHT","NY","8/23/2014 23:30"
"Central Islip","","LIGHT","NY","8/25/2014 20:30"
"Peru","","LIGHT","NY","8/25/2014 21:15"
"Rochester","","TRIANGLE","NY","8/25/2014 22:15"
"Westmoreland","ORANGE","LIGHT","NY","8/26/2014 20:30"
"Red Hook","RED","FIREBALL","NY","8/27/2014 20:15"
"Riverhead","ORANGE","OVAL","NY","8/28/2014 5:00"
"Massapequa","","LIGHT","NY","8/28/2014 8:45"
"Sayville","BLUE","FIREBALL","NY","8/28/2014 20:30"
"Merrick","ORANGE","LIGHT","NY","8/28/2014 22:03"
"Lockport","","CIRCLE","NY","8/28/2014 22:30"
"East Northport","","FIREBALL","NY","8/28/2014 23:30"
"Clarence Center","RED BLUE","","NY","8/29/2014 5:00"
"Syracuse","","CIRCLE","NY","8/29/2014 12:30"
"New York City","","CIRCLE","NY","8/29/2014 21:40"
"Liverpool","","TRIANGLE","NY","8/29/2014 23:00"
"Syracuse","ORANGE","DIAMOND","NY","8/29/2014 23:50"
"North Tonawanda","","OTHER","NY","8/30/2014 21:40"
"Syracuse","ORANGE","CIRCLE","NY","9/1/2014 16:05"
"Brentwood","","TRIANGLE","NY","9/3/2014 3:57"
"New York City","RED","FLASH","NY","9/3/2014 19:00"
"Clarence","YELLOW","TRIANGLE","NY","9/3/2014 21:30"
